Sensor,Traffic Flow,Red Light Flow,Battery Power Level%,Light Status,Bulb Status,Accident Status,Gunshot 
EW2,0,0,36,R,N/A,0,0,
EW2,0,0,55,R,N/A,0,0,
EW2,0,0,73,R,N/A,0,0,
EW2,0,0,48,R,N/A,0,0,
EW2,0,0,41,R,N/A,0,1,
EW2,0,0,71,R,N/A,0,0,
EW2,0,0,44,R,N/A,0,0,
EW2,0,0,55,R,N/A,0,0,
EW2,0,0,57,R,N/A,0,0,
EW2,0,0,70,R,N/A,0,0,
EW2,0,0,45,R,N/A,0,0,
EW2,0,0,48,R,N/A,0,0,
EW2,0,0,55,R,N/A,0,0,
EW2,0,0,71,R,N/A,0,0,
EW2,0,0,88,R,N/A,0,0,
EW2,0,0,68,R,N/A,0,0,
EW2,0,0,40,R,N/A,0,0,
EW2,0,0,42,R,N/A,0,1,
EW2,0,0,29,R,N/A,0,0,
EW2,0,0,34,R,N/A,0,0,
EW2,0,0,53,R,N/A,0,0,
EW2,0,0,64,R,N/A,0,0,
EW2,8,0,77,G,N/A,0,0,
EW2,16,0,62,G,N/A,0,0,
EW2,10,0,66,G,N/A,0,0,
EW2,21,0,58,G,N/A,0,0,
EW2,22,0,82,G,N/A,0,0,
EW2,19,0,68,G,N/A,0,0,
EW2,10,0,62,G,N/A,0,0,
EW2,7,0,48,G,N/A,0,0,
EW2,12,0,66,G,N/A,0,0,
EW2,5,0,55,G,N/A,0,0,
EW2,18,0,59,G,N/A,0,0,
EW2,22,0,45,G,N/A,0,0,
EW2,5,0,30,G,N/A,0,0,
EW2,4,0,68,G,N/A,0,0,
EW2,7,0,52,G,N/A,0,1,
EW2,14,0,33,G,N/A,0,0,
EW2,11,0,61,G,N/A,0,0,
EW2,14,0,42,G,N/A,0,0,
EW2,23,0,46,G,N/A,0,0,
EW2,18,0,50,G,N/A,0,0,
EW2,22,0,38,G,N/A,0,0,
EW2,13,0,72,G,N/A,0,1,
EW2,22,0,82,G,N/A,0,0,
EW2,8,0,92,G,N/A,0,0,
EW2,7,0,59,G,N/A,0,0,
EW2,18,0,52,A,N/A,0,0,
EW2,8,0,67,A,N/A,0,0,
EW2,15,0,64,A,N/A,0,0,
EW2,18,0,50,A,N/A,0,0,
EW2,6,0,48,A,N/A,0,0,
EW2,0,2,60,R,N/A,0,0,
EW2,0,0,61,R,N/A,0,0,
EW2,0,0,57,R,N/A,0,0,
EW2,0,0,43,R,N/A,0,0,
EW2,0,0,30,R,N/A,0,0,
EW2,0,0,36,R,N/A,0,1,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,42,R,N/A,0,0,
EW2,0,0,74,R,N/A,0,0,
EW2,0,0,50,R,N/A,0,0,
EW2,0,0,38,R,N/A,0,0,
EW2,0,0,36,R,N/A,0,0,
EW2,0,0,34,R,N/A,0,0,
EW2,0,0,68,R,N/A,0,0,
EW2,0,0,49,R,N/A,0,0,
EW2,0,0,78,R,N/A,0,0,
EW2,0,0,69,R,N/A,0,0,
EW2,0,0,39,R,N/A,0,0,
EW2,0,0,67,R,N/A,0,0,
EW2,0,0,85,R,N/A,0,0,
EW2,0,0,70,R,N/A,0,0,
EW2,0,0,78,R,N/A,0,0,
EW2,0,0,46,R,N/A,0,0,
EW2,0,0,64,R,N/A,0,0,
EW2,0,0,62,R,N/A,0,0,
EW2,0,0,85,R,N/A,0,0,
EW2,0,0,77,R,N/A,0,0,
EW2,0,0,64,R,N/A,0,0,
EW2,0,0,40,R,N/A,0,0,
EW2,0,0,73,R,N/A,0,0,
EW2,4,0,67,G,N/A,0,1,
EW2,9,0,69,G,N/A,0,0,
EW2,18,0,51,G,N/A,0,0,
EW2,13,0,74,G,N/A,0,0,
EW2,3,0,82,G,N/A,0,0,
EW2,12,0,82,G,N/A,0,0,
EW2,14,0,95,G,N/A,0,1,
EW2,8,0,67,G,N/A,0,1,
EW2,18,0,43,G,N/A,0,0,
EW2,15,0,49,G,N/A,0,0,
EW2,17,0,43,G,N/A,0,0,
EW2,12,0,59,G,N/A,0,0,
EW2,19,0,68,G,N/A,0,0,
EW2,8,0,66,G,N/A,0,0,
EW2,9,0,40,G,N/A,0,0,
EW2,21,0,32,G,N/A,0,0,
EW2,16,0,30,G,N/A,0,0,
EW2,19,0,66,G,N/A,0,0,
EW2,24,0,47,G,N/A,0,1,
EW2,10,0,67,G,N/A,0,0,
EW2,7,0,71,G,N/A,0,1,
EW2,23,0,81,G,N/A,0,1,
EW2,14,0,77,G,N/A,0,0,
EW2,10,0,62,G,N/A,0,0,
EW2,15,0,64,G,N/A,0,0,
EW2,14,0,49,A,N/A,0,0,
EW2,3,0,70,A,N/A,0,0,
EW2,9,0,77,A,N/A,0,0,
EW2,19,0,57,A,N/A,0,0,
EW2,14,0,72,A,N/A,0,0,
EW2,0,1,74,R,N/A,0,0,
EW2,0,0,45,R,N/A,0,1,
EW2,0,0,48,R,N/A,0,0,
EW2,0,3,30,R,N/A,0,0,
EW2,0,0,61,R,N/A,0,0,
EW2,0,0,44,R,N/A,0,0,
EW2,0,0,35,R,N/A,0,1,
EW2,0,0,60,R,N/A,0,0,
EW2,0,0,60,R,N/A,0,0,
EW2,0,0,45,R,N/A,0,0,
EW2,0,0,36,R,N/A,0,1,
EW2,0,0,43,R,N/A,0,0,
EW2,0,0,28,R,N/A,0,0,
EW2,0,0,27,R,N/A,0,0,
EW2,0,0,28,R,N/A,0,0,
EW2,0,0,40,R,N/A,0,0,
EW2,0,0,49,R,N/A,0,0,
EW2,0,0,37,R,N/A,0,0,
EW2,0,0,35,R,N/A,0,0,
EW2,0,0,66,R,N/A,0,0,
EW2,0,0,70,R,N/A,0,0,
EW2,0,0,88,R,N/A,0,0,
EW2,0,0,56,R,N/A,0,0,
EW2,0,0,56,R,N/A,0,1,
EW2,0,0,48,R,N/A,0,0,
EW2,0,0,68,R,N/A,0,0,
EW2,0,0,59,R,N/A,0,0,
EW2,0,0,44,R,N/A,0,0,
EW2,0,0,29,R,N/A,0,0,
EW2,0,0,36,R,N/A,0,0,
EW2,16,0,47,G,N/A,0,0,
EW2,1,0,32,G,N/A,0,0,
EW2,21,0,43,G,N/A,0,0,
EW2,3,0,37,G,N/A,0,0,
EW2,23,0,39,G,N/A,0,0,
EW2,14,0,39,G,N/A,0,0,
EW2,23,0,50,G,N/A,0,0,
EW2,8,0,31,G,N/A,0,0,
EW2,6,0,68,G,N/A,0,0,
EW2,1,0,87,G,N/A,0,1,
EW2,7,0,65,G,N/A,0,0,
EW2,5,0,45,G,N/A,0,0,
EW2,19,0,41,G,N/A,0,0,
EW2,6,0,30,G,N/A,0,1,
EW2,16,0,46,G,N/A,0,0,
EW2,21,0,33,G,N/A,0,1,
EW2,16,0,69,G,N/A,0,0,
EW2,20,0,66,G,N/A,0,0,
EW2,3,0,72,G,N/A,0,0,
EW2,5,0,51,G,N/A,0,1,
EW2,18,0,75,G,N/A,0,0,
EW2,3,0,68,G,N/A,0,0,
EW2,17,0,75,G,N/A,0,0,
EW2,22,0,60,G,N/A,0,0,
EW2,20,0,44,G,N/A,0,0,
EW2,14,0,60,A,N/A,0,0,
EW2,17,0,75,A,N/A,0,0,
EW2,5,0,66,A,N/A,0,1,
EW2,23,0,76,A,N/A,0,0,
EW2,4,0,73,A,N/A,0,0,
EW2,0,1,50,R,N/A,0,0,
EW2,0,2,49,R,N/A,0,0,
EW2,0,0,46,R,N/A,0,0,
EW2,0,0,39,R,N/A,0,0,
EW2,0,0,67,R,N/A,0,0,
EW2,0,0,86,R,N/A,0,0,
EW2,0,0,68,R,N/A,0,0,
EW2,0,0,68,R,N/A,0,0,
EW2,0,3,76,R,N/A,0,0,
EW2,0,0,46,R,N/A,0,0,
EW2,0,0,51,R,N/A,0,0,
EW2,0,0,75,R,N/A,0,0,
EW2,0,0,89,R,N/A,0,0,
EW2,0,0,97,R,N/A,0,0,
EW2,0,0,94,R,N/A,0,0,
EW2,0,0,69,R,N/A,0,0,
EW2,0,0,44,R,N/A,0,1,
EW2,0,0,64,R,N/A,0,0,
EW2,0,0,52,R,N/A,0,0,
EW2,0,0,73,R,N/A,0,0,
EW2,0,0,77,R,N/A,0,0,
EW2,0,0,64,R,N/A,0,0,
EW2,0,0,56,R,N/A,0,0,
EW2,0,0,58,R,N/A,0,0,
EW2,0,0,68,R,N/A,0,0,
EW2,0,0,42,R,N/A,0,0,
EW2,0,0,45,R,N/A,0,0,
EW2,0,0,49,R,N/A,0,0,
EW2,0,0,29,R,N/A,0,0,
EW2,0,0,35,R,N/A,0,0,
EW2,2,0,52,G,N/A,0,0,
EW2,22,0,67,G,N/A,0,0,
EW2,4,0,47,G,N/A,0,0,
EW2,24,0,68,G,N/A,0,0,
EW2,9,0,40,G,N/A,0,0,
EW2,4,0,30,G,N/A,0,0,
EW2,23,0,27,G,N/A,0,0,
EW2,1,0,21,G,N/A,0,0,
EW2,22,0,58,G,N/A,0,0,
EW2,8,0,79,G,N/A,0,0,
EW2,2,0,77,G,N/A,0,0,
EW2,0,0,45,G,N/A,0,0,
EW2,12,0,29,G,N/A,0,0,
EW2,9,0,23,G,N/A,0,0,
EW2,10,0,57,G,N/A,0,0,
EW2,20,0,39,G,N/A,0,0,
EW2,17,0,41,G,N/A,0,0,
EW2,20,0,47,G,N/A,0,1,
EW2,2,0,64,G,N/A,0,0,
EW2,20,0,56,G,N/A,0,0,
EW2,13,0,46,G,N/A,0,0,
EW2,4,0,43,G,N/A,0,0,
EW2,8,0,40,G,N/A,0,0,
EW2,10,0,48,G,N/A,0,0,
EW2,11,0,62,G,N/A,0,0,
EW2,0,0,73,A,N/A,0,0,
EW2,19,0,71,A,N/A,0,0,
EW2,18,0,47,A,N/A,0,0,
EW2,14,0,60,A,N/A,0,0,
EW2,6,0,57,A,N/A,0,0,
EW2,0,3,55,R,N/A,0,0,
EW2,0,0,35,R,N/A,0,0,
EW2,0,0,43,R,N/A,0,0,
EW2,0,0,59,R,N/A,0,0,
EW2,0,0,53,R,N/A,0,0,
EW2,0,0,43,R,N/A,0,0,
EW2,0,0,62,R,N/A,0,0,
EW2,0,0,54,R,N/A,0,0,
EW2,0,0,74,R,N/A,0,0,
EW2,0,0,90,R,N/A,0,0,
EW2,0,0,85,R,N/A,0,0,
EW2,0,0,78,R,N/A,0,0,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,81,R,N/A,0,0,
EW2,0,0,82,R,N/A,0,0,
EW2,0,3,48,R,N/A,0,0,
EW2,0,0,29,R,N/A,0,0,
EW2,0,0,48,R,N/A,0,0,
EW2,0,0,29,R,N/A,0,0,
EW2,0,0,60,R,N/A,0,1,
EW2,0,0,64,R,N/A,0,1,
EW2,0,0,85,R,N/A,0,0,
EW2,0,0,82,R,N/A,0,0,
EW2,0,0,49,R,N/A,0,0,
EW2,0,0,64,R,N/A,0,0,
EW2,0,0,61,R,N/A,0,0,
EW2,0,0,48,R,N/A,0,0,
EW2,0,0,36,R,N/A,0,0,
EW2,0,0,44,R,N/A,0,0,
EW2,0,0,71,R,N/A,0,1,
EW2,0,0,42,G,N/A,0,0,
EW2,21,0,32,G,N/A,0,0,
EW2,8,0,59,G,N/A,0,0,
EW2,3,0,57,G,N/A,0,0,
EW2,22,0,35,G,N/A,0,0,
EW2,6,0,44,G,N/A,0,0,
EW2,12,0,53,G,N/A,0,0,
EW2,22,0,40,G,N/A,0,1,
EW2,4,0,59,G,N/A,0,0,
EW2,0,0,64,G,N/A,0,0,
EW2,17,0,73,G,N/A,0,0,
EW2,12,0,58,G,N/A,0,0,
EW2,4,0,36,G,N/A,0,0,
EW2,15,0,48,G,N/A,0,0,
EW2,4,0,61,G,N/A,0,0,
EW2,2,0,45,G,N/A,0,0,
EW2,0,0,51,G,N/A,0,0,
EW2,3,0,38,G,N/A,0,0,
EW2,8,0,59,G,N/A,0,0,
EW2,1,0,73,G,N/A,0,0,
EW2,17,0,63,G,N/A,0,0,
EW2,6,0,58,G,N/A,0,0,
EW2,13,0,75,G,N/A,0,0,
EW2,21,0,88,G,N/A,0,0,
EW2,13,0,89,G,N/A,0,1,
EW2,6,0,50,A,N/A,0,0,
EW2,8,0,62,A,N/A,0,0,
EW2,13,0,44,A,N/A,0,0,
EW2,10,0,32,A,N/A,0,0,
EW2,18,0,70,A,N/A,0,0,
EW2,0,2,80,R,N/A,0,0,
EW2,0,3,54,R,N/A,0,0,
EW2,0,0,80,R,N/A,0,0,
EW2,0,0,77,R,N/A,0,0,
EW2,0,0,53,R,N/A,0,0,
EW2,0,0,48,R,N/A,0,0,
EW2,0,0,42,R,N/A,0,0,
EW2,0,0,61,R,N/A,0,0,
EW2,0,0,59,R,N/A,0,0,
EW2,0,0,52,R,N/A,0,0,
EW2,0,0,54,R,N/A,0,0,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,43,R,N/A,0,0,
EW2,0,0,71,R,N/A,0,0,
EW2,0,0,69,R,N/A,0,0,
EW2,0,0,69,R,N/A,0,1,
EW2,0,0,80,R,N/A,0,0,
EW2,0,0,62,R,N/A,0,0,
EW2,0,0,73,R,N/A,0,0,
EW2,0,0,80,R,N/A,0,1,
EW2,0,0,58,R,N/A,0,0,
EW2,0,0,74,R,N/A,0,0,
EW2,0,0,70,R,N/A,0,0,
EW2,0,0,42,R,N/A,0,0,
EW2,0,0,58,R,N/A,0,0,
EW2,0,0,78,R,N/A,0,0,
EW2,0,0,58,R,N/A,0,0,
EW2,0,0,37,R,N/A,0,0,
EW2,0,0,32,R,N/A,0,0,
EW2,0,0,51,R,N/A,0,0,
EW2,7,0,51,G,N/A,0,0,
EW2,16,0,60,G,N/A,0,0,
EW2,3,0,44,G,N/A,0,1,
EW2,18,0,46,G,N/A,0,0,
EW2,17,0,75,G,N/A,0,0,
EW2,16,0,44,G,N/A,0,0,
EW2,20,0,44,G,N/A,0,0,
EW2,2,0,27,G,N/A,0,0,
EW2,3,0,40,G,N/A,0,0,
EW2,11,0,42,G,N/A,0,0,
EW2,9,0,51,G,N/A,0,1,
EW2,13,0,32,G,N/A,0,0,
EW2,24,0,42,G,N/A,0,1,
EW2,9,0,60,G,N/A,0,0,
EW2,6,0,67,G,N/A,0,0,
EW2,5,0,40,G,N/A,0,0,
EW2,11,0,72,G,N/A,0,1,
EW2,6,0,76,G,N/A,0,0,
EW2,4,0,61,G,N/A,0,0,
EW2,12,0,54,G,N/A,0,0,
EW2,13,0,64,G,N/A,0,0,
EW2,2,0,55,G,N/A,0,0,
EW2,8,0,54,G,N/A,0,0,
EW2,22,0,42,G,N/A,0,0,
EW2,11,0,58,G,N/A,0,0,
EW2,3,0,46,A,N/A,0,1,
EW2,6,0,46,A,N/A,0,1,
EW2,4,0,41,A,N/A,0,0,
EW2,19,0,26,A,N/A,0,0,
EW2,5,0,60,A,N/A,0,0,
EW2,0,3,36,R,N/A,0,0,
EW2,0,1,55,R,N/A,0,0,
EW2,0,0,37,R,N/A,0,1,
EW2,0,0,37,R,N/A,0,0,
EW2,0,0,26,R,N/A,0,0,
EW2,0,0,64,R,N/A,0,0,
EW2,0,0,46,R,N/A,0,0,
EW2,0,0,51,R,N/A,0,0,
EW2,0,0,46,R,N/A,0,0,
EW2,0,0,73,R,N/A,0,0,
EW2,0,0,84,R,N/A,0,0,
EW2,0,0,53,R,N/A,0,0,
EW2,0,0,76,R,N/A,0,0,
EW2,0,0,59,R,N/A,0,0,
EW2,0,0,49,R,N/A,0,1,
EW2,0,0,56,R,N/A,0,0,
EW2,0,0,37,R,R,0,0,
EW2,0,0,64,R,N/A,0,1,
EW2,0,0,61,R,N/A,0,0,
EW2,0,0,47,R,N/A,0,1,
EW2,0,0,68,R,N/A,0,1,
EW2,0,0,79,R,N/A,0,0,
EW2,0,0,82,R,N/A,0,0,
EW2,0,0,62,R,N/A,0,0,
EW2,0,0,85,R,N/A,0,0,
EW2,0,0,86,R,N/A,0,0,
EW2,0,0,49,R,N/A,0,0,
EW2,0,0,40,R,N/A,0,1,
EW2,0,0,36,R,N/A,0,0,
EW2,0,0,31,R,N/A,0,0,
EW2,4,0,58,G,N/A,0,0,
EW2,17,0,37,G,N/A,0,0,
EW2,0,0,30,G,N/A,0,1,
EW2,23,0,58,G,N/A,0,0,
EW2,16,0,63,G,N/A,0,0,
EW2,15,0,82,G,N/A,0,0,
EW2,7,0,69,G,N/A,0,1,
EW2,12,0,85,G,N/A,0,1,
EW2,21,0,87,G,N/A,0,0,
EW2,2,0,70,G,N/A,0,0,
EW2,22,0,76,G,N/A,0,0,
EW2,17,0,65,G,N/A,0,0,
EW2,17,0,45,G,N/A,0,0,
EW2,8,0,48,G,N/A,0,1,
EW2,12,0,66,G,N/A,0,0,
EW2,17,0,75,G,N/A,0,0,
EW2,17,0,85,G,N/A,0,0,
EW2,16,0,94,G,N/A,0,0,
EW2,16,0,83,G,N/A,0,0,
EW2,5,0,82,G,N/A,0,0,
EW2,15,0,84,G,N/A,0,0,
EW2,6,0,61,G,N/A,0,0,
EW2,24,0,68,G,N/A,0,0,
EW2,20,0,40,G,N/A,0,0,
EW2,23,0,47,G,N/A,0,1,
EW2,8,0,76,A,N/A,0,0,
EW2,7,0,90,A,N/A,0,0,
EW2,0,0,96,A,N/A,0,0,
EW2,19,0,101,A,N/A,0,0,
EW2,24,0,57,A,N/A,0,0,
EW2,0,2,33,R,N/A,0,0,
EW2,0,2,57,R,N/A,0,0,
EW2,0,0,50,R,N/A,0,0,
EW2,0,0,75,R,N/A,0,0,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,81,R,N/A,0,0,
EW2,0,0,91,R,N/A,0,0,
EW2,0,0,98,R,N/A,0,0,
EW2,0,0,66,R,N/A,0,0,
EW2,0,0,78,R,N/A,0,0,
EW2,0,0,51,R,N/A,0,1,
EW2,0,0,69,R,N/A,0,0,
EW2,0,0,54,R,N/A,0,0,
EW2,0,0,44,R,N/A,0,0,
EW2,0,0,34,R,N/A,0,0,
EW2,0,0,29,R,N/A,0,0,
EW2,0,0,38,R,N/A,0,0,
EW2,0,0,60,R,N/A,0,0,
EW2,0,0,84,R,N/A,0,0,
EW2,0,0,70,R,N/A,0,0,
EW2,0,0,60,R,N/A,0,0,
EW2,0,0,49,R,N/A,0,0,
EW2,0,0,73,R,N/A,0,0,
EW2,0,0,44,R,N/A,0,0,
EW2,0,0,45,R,N/A,0,0,
EW2,0,0,43,R,N/A,0,0,
EW2,0,0,52,R,N/A,0,0,
EW2,0,0,41,R,N/A,0,0,
EW2,0,2,73,R,N/A,0,0,
EW2,0,0,46,G,N/A,0,0,
EW2,11,0,69,G,N/A,0,0,
EW2,17,0,71,G,N/A,0,0,
EW2,2,0,62,G,N/A,0,0,
EW2,18,0,74,G,N/A,0,0,
EW2,23,0,81,G,N/A,0,1,
EW2,6,0,61,G,N/A,0,0,
EW2,8,0,73,G,N/A,0,0,
EW2,13,0,59,G,N/A,0,0,
EW2,3,0,65,G,N/A,0,0,
EW2,5,0,71,G,N/A,0,0,
EW2,0,0,66,G,N/A,0,1,
EW2,0,0,58,G,N/A,0,0,
EW2,9,0,46,G,N/A,0,0,
EW2,4,0,33,G,N/A,0,0,
EW2,21,0,59,G,N/A,0,0,
EW2,13,0,50,G,N/A,0,0,
EW2,21,0,32,G,N/A,0,0,
EW2,21,0,67,G,N/A,0,0,
EW2,5,0,84,G,N/A,0,0,
EW2,8,0,77,G,N/A,0,0,
EW2,7,0,76,G,N/A,0,0,
EW2,12,0,76,G,N/A,0,0,
EW2,14,0,79,G,N/A,0,0,
EW2,4,0,68,G,N/A,0,0,
EW2,20,0,83,A,N/A,0,0,
EW2,0,0,58,A,N/A,0,0,
EW2,4,0,52,A,N/A,0,0,
EW2,16,0,58,A,N/A,0,0,
EW2,2,0,64,A,N/A,0,0,
EW2,0,3,56,R,N/A,0,0,
EW2,0,1,46,R,N/A,0,1,
EW2,0,2,75,R,N/A,0,1,
EW2,0,1,44,R,N/A,0,0,
EW2,0,0,71,R,N/A,0,0,
EW2,0,0,79,R,N/A,0,1,
EW2,0,0,49,R,N/A,0,0,
EW2,0,0,78,R,N/A,0,0,
EW2,0,0,80,R,N/A,0,1,
EW2,0,0,72,R,N/A,0,1,
EW2,0,0,90,R,N/A,0,0,
EW2,0,0,84,R,N/A,0,0,
EW2,0,0,86,R,N/A,0,0,
EW2,0,0,65,R,N/A,0,0,
EW2,0,0,73,R,N/A,0,1,
EW2,0,0,67,R,N/A,0,0,
EW2,0,0,82,R,N/A,0,0,
EW2,0,0,79,R,N/A,0,0,
EW2,0,0,50,R,N/A,0,1,
EW2,0,0,56,R,N/A,0,0,
EW2,0,0,49,R,N/A,0,0,
EW2,0,0,50,R,N/A,0,1,
EW2,0,0,43,R,N/A,0,0,
EW2,0,0,52,R,N/A,0,1,
EW2,0,0,77,R,N/A,0,0,
EW2,0,0,71,R,N/A,0,0,
EW2,0,0,71,R,N/A,0,0,
EW2,0,0,86,R,N/A,0,0,
EW2,0,0,74,R,N/A,0,0,
EW2,0,0,61,R,N/A,0,0,
EW2,13,0,42,G,N/A,0,0,
EW2,11,0,65,G,N/A,0,0,
EW2,12,0,78,G,N/A,0,0,
EW2,7,0,89,G,N/A,0,0,
EW2,4,0,90,G,N/A,0,0,
EW2,13,0,58,G,N/A,0,0,
EW2,2,0,53,G,N/A,0,0,
EW2,3,0,80,G,N/A,0,0,
EW2,3,0,90,G,N/A,0,0,
EW2,7,0,86,G,N/A,0,0,
EW2,24,0,51,G,N/A,0,0,
EW2,0,0,31,G,N/A,0,0,
EW2,18,0,36,G,N/A,0,0,
EW2,10,0,44,G,N/A,0,0,
EW2,9,0,53,G,N/A,0,0,
EW2,0,0,61,G,N/A,0,0,
EW2,22,0,56,G,N/A,0,0,
EW2,17,0,70,G,N/A,0,0,
EW2,10,0,66,G,N/A,0,0,
EW2,8,0,87,G,N/A,0,0,
EW2,18,0,51,G,N/A,0,0,
EW2,19,0,56,G,N/A,0,0,
EW2,1,0,81,G,N/A,0,0,
EW2,19,0,68,G,N/A,0,1,
EW2,17,0,83,G,N/A,0,0,
EW2,9,0,93,A,N/A,0,0,
EW2,22,0,75,A,N/A,0,1,
EW2,6,0,86,A,N/A,0,0,
EW2,6,0,58,A,N/A,0,0,
EW2,7,0,36,A,N/A,0,0,
EW2,0,3,48,R,N/A,0,0,
EW2,0,0,52,R,N/A,0,0,
EW2,0,0,66,R,N/A,0,0,
EW2,0,0,55,R,N/A,0,0,
EW2,0,0,44,R,N/A,0,0,
EW2,0,0,68,R,N/A,0,0,
EW2,0,0,43,R,N/A,0,0,
EW2,0,0,33,R,N/A,0,0,
EW2,0,0,29,R,N/A,0,0,
EW2,0,0,43,R,N/A,0,1,
EW2,0,0,74,R,N/A,0,0,
EW2,0,0,54,R,N/A,0,0,
EW2,0,0,73,R,N/A,0,0,
EW2,0,0,56,R,N/A,0,0,
EW2,0,0,65,R,N/A,0,0,
EW2,0,0,65,R,N/A,0,0,
EW2,0,0,56,R,N/A,0,1,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,41,R,N/A,0,0,
EW2,0,0,71,R,N/A,0,0,
EW2,0,0,46,R,N/A,0,0,
EW2,0,0,67,R,N/A,0,0,
EW2,0,0,76,R,N/A,0,1,
EW2,0,0,59,R,N/A,0,0,
EW2,0,2,39,R,N/A,0,0,
EW2,0,0,33,R,N/A,0,0,
EW2,0,0,43,R,N/A,0,0,
EW2,0,0,55,R,N/A,0,0,
EW2,0,0,42,R,N/A,0,0,
EW2,0,0,62,R,N/A,0,0,
EW2,17,0,61,G,N/A,0,0,
EW2,16,0,84,G,N/A,0,0,
EW2,3,0,81,G,N/A,0,0,
EW2,14,0,52,G,N/A,0,0,
EW2,8,0,39,G,N/A,0,0,
EW2,16,0,41,G,N/A,0,0,
EW2,12,0,44,G,N/A,0,0,
EW2,10,0,28,G,N/A,0,0,
EW2,22,0,21,G,N/A,0,0,
EW2,1,0,26,G,N/A,0,0,
EW2,20,0,53,G,N/A,0,0,
EW2,10,0,55,G,N/A,0,0,
EW2,3,0,43,G,N/A,0,1,
EW2,10,0,70,G,N/A,0,1,
EW2,1,0,88,G,N/A,0,0,
EW2,21,0,90,G,N/A,0,0,
EW2,6,0,51,G,N/A,0,0,
EW2,6,0,60,G,N/A,0,0,
EW2,21,0,74,G,N/A,0,0,
EW2,8,0,60,G,N/A,0,0,
EW2,8,0,47,G,N/A,0,0,
EW2,14,0,77,G,N/A,0,0,
EW2,11,0,87,G,N/A,0,0,
EW2,15,0,76,G,N/A,0,0,
EW2,3,0,67,G,N/A,0,0,
EW2,3,0,69,A,N/A,0,0,
EW2,19,0,58,A,N/A,0,0,
EW2,18,0,59,A,N/A,0,0,
EW2,18,0,52,A,N/A,0,0,
EW2,8,0,40,A,N/A,0,0,
EW2,0,1,35,R,N/A,0,1,
EW2,0,0,30,R,N/A,0,0,
EW2,0,2,61,R,N/A,0,0,
EW2,0,0,57,R,N/A,0,0,
EW2,0,2,59,R,N/A,0,0,
EW2,0,0,36,R,N/A,0,0,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,58,R,N/A,0,0,
EW2,0,0,34,R,N/A,0,0,
EW2,0,1,31,R,N/A,0,1,
EW2,0,0,22,R,N/A,0,0,
EW2,0,0,16,R,N/A,0,0,
EW2,0,0,24,R,N/A,0,0,
EW2,0,0,29,R,N/A,0,0,
EW2,0,0,30,R,N/A,0,0,
EW2,0,0,56,R,N/A,0,1,
EW2,0,0,62,R,N/A,0,0,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,48,R,N/A,0,0,
EW2,0,0,34,R,N/A,0,0,
EW2,0,0,62,R,N/A,0,0,
EW2,0,0,77,R,N/A,0,0,
EW2,0,0,87,R,N/A,0,0,
EW2,0,0,62,R,N/A,0,1,
EW2,0,0,60,R,N/A,0,0,
EW2,0,0,72,R,N/A,0,0,
EW2,0,0,46,R,N/A,0,0,
EW2,0,0,32,R,N/A,0,0,
EW2,0,0,68,R,N/A,0,0,
EW2,23,0,83,G,N/A,0,0,
EW2,17,0,67,G,N/A,0,1,
EW2,1,0,45,G,N/A,0,0,
EW2,2,0,58,G,N/A,0,0,
EW2,6,0,53,G,N/A,0,0,
EW2,17,0,31,G,N/A,0,0,
EW2,22,0,34,G,N/A,0,0,
EW2,13,0,44,G,N/A,0,0,
EW2,9,0,58,G,N/A,0,0,
EW2,8,0,49,G,N/A,0,0,
EW2,12,0,39,G,N/A,0,0,
EW2,2,0,29,G,N/A,0,1,
EW2,14,0,38,G,N/A,0,1,
EW2,19,0,25,G,N/A,0,0,
EW2,13,0,32,G,N/A,0,0,
EW2,12,0,27,G,N/A,0,0,
EW2,6,0,46,G,N/A,0,0,
EW2,7,0,45,G,N/A,0,0,
EW2,6,0,32,G,N/A,0,0,
EW2,20,0,49,G,N/A,0,0,
EW2,0,0,35,G,N/A,0,0,
EW2,7,0,59,G,N/A,0,0,
EW2,22,0,69,G,N/A,0,0,
EW2,16,0,52,G,N/A,0,0,
EW2,20,0,63,G,N/A,0,0,
EW2,19,0,46,A,N/A,0,0,
EW2,20,0,46,A,N/A,0,0,
EW2,16,0,62,A,N/A,0,0,
EW2,4,0,80,A,N/A,0,0,
EW2,6,0,69,A,N/A,0,0,
EW2,0,1,51,R,N/A,0,0,
EW2,0,1,38,R,N/A,0,0,
EW2,0,0,30,R,N/A,0,0,
EW2,0,1,67,R,N/A,0,0,
EW2,0,0,62,R,N/A,0,0,
EW2,0,0,64,R,N/A,0,0,
EW2,0,0,40,R,N/A,0,0,
EW2,0,0,64,R,N/A,0,0,
EW2,0,0,51,R,N/A,0,0,
EW2,0,2,66,R,N/A,0,0,
EW2,0,0,48,R,N/A,0,0,
EW2,0,0,43,R,N/A,0,0,
